lead_id,direction,outcome,interest,lead_said_busy,callback_requested,objection,next_step
BL-085,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-085,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-085,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-085,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-086,inbound,substantive_conversation,positive,False,False,other_stated,send_information
BL-086,inbound,brief_human_other,positive,False,False,none_stated,send_information
BL-086,inbound,brief_human_other,mixed,False,True,other_stated,callback
BL-086,inbound,no_answer,not_assessable,False,False,not_assessable,none_stated
BL-086,inbound,no_answer,not_assessable,False,False,not_assessable,none_stated
BL-086,inbound,no_answer,not_assessable,False,False,not_assessable,none_stated
BL-086,inbound,no_answer,not_assessable,False,False,not_assessable,none_stated
BL-086,inbound,brief_human_other,positive,False,False,none_stated,send_information
BL-086,inbound,automated_system,not_assessable,False,False,not_assessable,none_stated
BL-086,outbound,substantive_conversation,positive,False,True,treatment_expectation,callback
BL-086,inbound,no_answer,not_assessable,False,False,not_assessable,none_stated
BL-086,inbound,substantive_conversation,mixed,False,True,price,callback
BL-086,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-086,inbound,substantive_conversation,mixed,False,False,clinical_question,none_stated
BL-086,outbound,brief_human_other,neutral_unclear,False,False,none_stated,none_stated
BL-086,inbound,no_answer,not_assessable,False,False,not_assessable,none_stated
BL-086,outbound,substantive_conversation,neutral_unclear,False,False,none_stated,none_stated
BL-086,inbound,unknown,not_assessable,,,not_assessable,unclear
BL-086,outbound,substantive_conversation,mixed,False,True,other_stated,callback
BL-087,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-088,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-088,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-088,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-088,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-088,outbound,substantive_conversation,positive,False,True,none_stated,none_stated
BL-088,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-088,outbound,human_busy_callback,neutral_unclear,True,True,none_stated,callback
BL-088,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-088,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-089,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-090,outbound,unknown,not_assessable,,,not_assessable,unclear
BL-090,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-091,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-091,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-091,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-091,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-091,outbound,human_busy_callback,neutral_unclear,True,True,none_stated,callback
BL-091,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-091,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-091,outbound,human_busy_callback,neutral_unclear,True,True,none_stated,callback
BL-091,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-091,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-092,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-092,inbound,substantive_conversation,positive,False,False,none_stated,booking_discussed
BL-092,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-093,outbound,human_busy_callback,neutral_unclear,True,True,none_stated,callback
BL-094,outbound,automated_system,not_assessable,False,False,not_assessable,none_stated
BL-094,outbound,automated_system,not_assessable,False,False,not_assessable,none_stated
BL-094,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-094,outbound,automated_system,not_assessable,False,False,not_assessable,none_stated
BL-094,outbound,automated_system,not_assessable,False,False,not_assessable,none_stated
BL-094,outbound,automated_system,not_assessable,False,False,not_assessable,none_stated
BL-095,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-096,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-097,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-097,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-097,outbound,unknown,not_assessable,,,not_assessable,unclear
BL-097,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-097,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-097,outbound,no_answer,not_assessable,False,False,not_assessable,none_stated
BL-097,outbound,no_answer,not_assessable,False,False,not_assessable,none_stated
BL-098,outbound,substantive_conversation,positive,False,True,none_stated,callback
BL-099,outbound,no_answer,not_assessable,False,False,not_assessable,none_stated
BL-100,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-100,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-100,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-100,outbound,no_answer,not_assessable,False,False,not_assessable,none_stated
BL-100,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-101,outbound,failed,not_assessable,False,False,not_assessable,none_stated
BL-101,outbound,failed,not_assessable,False,False,not_assessable,none_stated
BL-102,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-103,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-103,outbound,human_busy_callback,neutral_unclear,True,True,none_stated,callback
BL-103,outbound,substantive_conversation,mixed,False,False,price,send_information
BL-103,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-103,outbound,no_answer,not_assessable,False,False,not_assessable,none_stated
BL-103,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-104,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-104,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-104,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-105,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-106,outbound,brief_human_other,neutral_unclear,False,False,none_stated,none_stated
BL-106,outbound,substantive_conversation,positive,False,True,none_stated,booked
BL-106,outbound,substantive_conversation,positive,False,True,other_stated,booking_discussed
BL-106,outbound,no_answer,not_assessable,False,False,not_assessable,none_stated
BL-106,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-106,outbound,human_busy_callback,neutral_unclear,True,True,none_stated,callback
BL-106,outbound,human_busy_callback,neutral_unclear,True,True,none_stated,callback
BL-107,outbound,substantive_conversation,mixed,False,False,timing,send_information
BL-107,outbound,unknown,not_assessable,,,not_assessable,unclear
BL-108,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-109,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-109,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-109,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-109,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-109,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-109,outbound,unknown,not_assessable,,,not_assessable,unclear
BL-110,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-110,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-110,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-111,outbound,substantive_conversation,neutral_unclear,False,False,none_stated,send_information
BL-112,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-112,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-112,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-112,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-113,outbound,substantive_conversation,mixed,False,True,clinical_question,send_information
BL-113,inbound,unknown,not_assessable,,,not_assessable,unclear
BL-113,outbound,unknown,not_assessable,,,not_assessable,unclear
BL-114,outbound,automated_system,not_assessable,False,False,not_assessable,none_stated
BL-114,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-115,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-115,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-115,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-115,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-115,outbound,substantive_conversation,positive,False,False,price,booked
BL-115,inbound,no_answer,not_assessable,False,False,not_assessable,none_stated
BL-115,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-115,outbound,substantive_conversation,positive,False,False,treatment_expectation,send_information
BL-116,outbound,human_busy_callback,neutral_unclear,True,True,none_stated,callback
BL-117,outbound,unknown,not_assessable,,,not_assessable,unclear
BL-118,outbound,substantive_conversation,neutral_unclear,False,False,none_stated,send_information
BL-118,outbound,technical_busy,not_assessable,False,False,not_assessable,none_stated
BL-118,outbound,no_answer,not_assessable,False,False,not_assessable,none_stated
BL-118,outbound,technical_busy,not_assessable,False,False,not_assessable,none_stated
BL-119,outbound,substantive_conversation,positive,False,True,none_stated,callback
BL-119,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-120,outbound,substantive_conversation,negative,False,False,price,none_stated
BL-120,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-120,outbound,human_busy_callback,neutral_unclear,True,True,none_stated,callback
BL-121,outbound,third_party_or_wrong_number,not_assessable,False,False,not_assessable,none_stated
BL-121,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-121,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-122,outbound,no_answer,not_assessable,False,False,not_assessable,none_stated
BL-122,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-123,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-123,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-123,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-123,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-123,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-124,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-124,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-124,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-124,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-124,outbound,no_answer,not_assessable,False,False,not_assessable,none_stated
BL-124,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-125,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-125,outbound,brief_human_other,neutral_unclear,False,False,none_stated,none_stated
BL-125,outbound,human_busy_callback,neutral_unclear,True,False,none_stated,none_stated
BL-125,outbound,brief_human_other,neutral_unclear,False,False,none_stated,none_stated
BL-125,outbound,human_busy_callback,neutral_unclear,False,True,none_stated,callback
BL-125,outbound,substantive_conversation,neutral_unclear,True,False,none_stated,none_stated
BL-125,outbound,brief_human_other,neutral_unclear,False,False,none_stated,none_stated
BL-126,outbound,substantive_conversation,mixed,False,False,travel_location,none_stated
BL-126,outbound,substantive_conversation,mixed,False,True,timing,callback
BL-126,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-127,outbound,technical_busy,not_assessable,False,False,not_assessable,none_stated
BL-127,outbound,technical_busy,not_assessable,False,False,not_assessable,none_stated
BL-127,outbound,no_answer,not_assessable,False,False,not_assessable,none_stated
BL-127,outbound,technical_busy,not_assessable,False,False,not_assessable,none_stated
BL-127,outbound,technical_busy,not_assessable,False,False,not_assessable,none_stated
BL-127,outbound,technical_busy,not_assessable,False,False,not_assessable,none_stated
BL-127,outbound,technical_busy,not_assessable,False,False,not_assessable,none_stated
BL-127,outbound,technical_busy,not_assessable,False,False,not_assessable,none_stated
BL-127,outbound,technical_busy,not_assessable,False,False,not_assessable,none_stated
BL-127,outbound,technical_busy,not_assessable,False,False,not_assessable,none_stated
BL-127,outbound,unknown,not_assessable,,,not_assessable,unclear
BL-127,outbound,no_answer,not_assessable,False,False,not_assessable,none_stated
BL-127,outbound,human_busy_callback,neutral_unclear,True,True,none_stated,callback
BL-128,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-128,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-128,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-128,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-128,outbound,no_answer,not_assessable,False,False,not_assessable,none_stated
BL-129,outbound,automated_system,not_assessable,False,False,not_assessable,none_stated
BL-129,outbound,automated_system,not_assessable,False,False,not_assessable,none_stated
BL-129,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-129,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-129,outbound,substantive_conversation,positive,False,False,none_stated,none_stated
BL-129,outbound,failed,not_assessable,False,False,not_assessable,none_stated
BL-130,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-130,outbound,human_busy_callback,neutral_unclear,True,True,none_stated,callback
BL-130,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-130,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-130,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-131,outbound,automated_system,not_assessable,False,False,not_assessable,none_stated
BL-131,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-131,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-131,outbound,substantive_conversation,positive,False,True,none_stated,callback
BL-131,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-131,outbound,unknown,not_assessable,,,not_assessable,unclear
BL-131,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-132,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-132,outbound,automated_system,not_assessable,False,False,not_assessable,none_stated
BL-132,outbound,human_busy_callback,neutral_unclear,True,True,none_stated,callback
BL-133,outbound,substantive_conversation,positive,False,True,none_stated,callback
BL-134,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-134,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-135,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-136,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-136,outbound,substantive_conversation,positive,True,True,none_stated,callback
BL-137,outbound,automated_system,not_assessable,False,False,not_assessable,none_stated
BL-137,outbound,substantive_conversation,positive,False,True,none_stated,send_information
BL-137,outbound,substantive_conversation,positive,False,True,none_stated,callback
BL-138,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-138,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-138,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-139,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-139,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-140,outbound,no_answer,not_assessable,False,False,not_assessable,none_stated
BL-140,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-141,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-141,inbound,human_busy_callback,neutral_unclear,False,True,none_stated,callback
BL-141,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-141,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-142,outbound,substantive_conversation,positive,False,True,none_stated,callback
BL-143,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-143,outbound,unknown,not_assessable,,,not_assessable,unclear
BL-143,outbound,substantive_conversation,positive,False,True,none_stated,callback
BL-144,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-144,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-144,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-145,outbound,human_busy_callback,neutral_unclear,True,False,none_stated,none_stated
BL-145,outbound,unknown,not_assessable,,,not_assessable,unclear
BL-145,outbound,automated_system,not_assessable,False,False,not_assessable,none_stated
BL-145,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-145,outbound,human_busy_callback,neutral_unclear,True,False,none_stated,none_stated
BL-145,outbound,automated_system,not_assessable,False,False,not_assessable,none_stated
BL-146,outbound,no_answer,not_assessable,False,False,not_assessable,none_stated
BL-146,outbound,unknown,not_assessable,,,not_assessable,unclear
BL-146,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-147,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-147,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-147,inbound,no_answer,not_assessable,False,False,not_assessable,none_stated
BL-147,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-147,outbound,human_busy_callback,neutral_unclear,True,True,none_stated,callback
BL-147,outbound,substantive_conversation,positive,False,True,none_stated,callback
BL-148,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-148,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-148,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-148,outbound,unknown,not_assessable,,,not_assessable,unclear
BL-148,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-148,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-149,outbound,brief_human_other,positive,False,False,none_stated,send_information
BL-149,outbound,unknown,not_assessable,,,not_assessable,unclear
BL-149,outbound,unknown,not_assessable,,,not_assessable,unclear
BL-149,outbound,human_busy_callback,neutral_unclear,True,True,none_stated,callback
BL-150,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-150,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-150,outbound,human_busy_callback,neutral_unclear,True,False,none_stated,send_information
BL-151,outbound,unknown,not_assessable,,,not_assessable,unclear
BL-151,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-151,outbound,unknown,not_assessable,,,not_assessable,unclear
BL-152,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-153,inbound,no_answer,not_assessable,False,False,not_assessable,none_stated
BL-153,outbound,substantive_conversation,mixed,False,True,travel_location,send_information
BL-154,outbound,automated_system,not_assessable,False,False,not_assessable,none_stated
BL-154,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-154,outbound,automated_system,not_assessable,False,False,not_assessable,none_stated
BL-155,outbound,no_answer,not_assessable,False,False,not_assessable,none_stated
BL-155,outbound,no_answer,not_assessable,False,False,not_assessable,none_stated
BL-155,outbound,no_answer,not_assessable,False,False,not_assessable,none_stated
BL-156,outbound,substantive_conversation,mixed,False,True,clinical_question,send_information
BL-156,outbound,substantive_conversation,mixed,False,False,clinical_question,send_information
BL-156,inbound,no_answer,not_assessable,False,False,not_assessable,none_stated
BL-156,outbound,unknown,not_assessable,,,not_assessable,unclear
BL-156,outbound,substantive_conversation,mixed,False,True,clinical_question,send_information
BL-157,outbound,brief_decline,negative,False,False,no_longer_interested,none_stated
BL-157,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-158,outbound,human_busy_callback,neutral_unclear,True,True,none_stated,callback
BL-158,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-159,outbound,substantive_conversation,mixed,False,False,treatment_expectation,none_stated
BL-159,outbound,substantive_conversation,mixed,False,True,other_stated,callback
BL-159,inbound,substantive_conversation,positive,False,True,none_stated,send_information
BL-159,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-160,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-160,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-160,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-160,outbound,unknown,not_assessable,,,not_assessable,unclear
BL-160,outbound,substantive_conversation,positive,False,False,travel_location,send_information
BL-160,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-161,outbound,technical_busy,not_assessable,False,False,not_assessable,none_stated
BL-161,outbound,technical_busy,not_assessable,False,False,not_assessable,none_stated
BL-161,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-162,outbound,automated_system,not_assessable,False,False,not_assessable,none_stated
BL-162,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-163,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-163,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-164,outbound,third_party_or_wrong_number,not_assessable,False,False,not_assessable,none_stated
BL-164,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-165,outbound,human_busy_callback,neutral_unclear,True,True,none_stated,callback
BL-165,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-165,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-166,outbound,human_busy_callback,neutral_unclear,True,False,none_stated,send_information
BL-166,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-167,outbound,automated_system,not_assessable,False,False,not_assessable,none_stated
BL-167,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-168,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-168,outbound,human_busy_callback,neutral_unclear,True,True,none_stated,callback
BL-168,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-169,outbound,automated_system,not_assessable,False,False,not_assessable,none_stated
BL-169,outbound,brief_human_other,neutral_unclear,False,False,none_stated,none_stated
BL-169,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-169,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-170,outbound,substantive_conversation,positive,False,False,none_stated,booked
BL-171,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-171,outbound,automated_system,not_assessable,False,False,not_assessable,none_stated
BL-172,outbound,automated_system,not_assessable,False,False,not_assessable,none_stated
BL-172,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-172,outbound,automated_system,not_assessable,False,False,not_assessable,none_stated
BL-173,outbound,failed,not_assessable,False,False,not_assessable,none_stated
BL-173,outbound,failed,not_assessable,False,False,not_assessable,none_stated
BL-173,outbound,failed,not_assessable,False,False,not_assessable,none_stated
BL-173,outbound,failed,not_assessable,False,False,not_assessable,none_stated
BL-174,outbound,human_busy_callback,neutral_unclear,True,True,none_stated,callback
BL-174,outbound,substantive_conversation,mixed,True,True,price,callback
BL-175,outbound,no_answer,not_assessable,False,False,not_assessable,none_stated
BL-175,outbound,no_answer,not_assessable,False,False,not_assessable,none_stated
BL-176,outbound,substantive_conversation,mixed,False,True,other_stated,callback
BL-176,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-176,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-176,outbound,human_busy_callback,neutral_unclear,True,True,none_stated,callback
BL-176,outbound,brief_human_other,mixed,False,False,other_stated,none_stated
BL-176,outbound,substantive_conversation,mixed,False,False,clinical_question,send_information
BL-176,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-177,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-177,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-178,outbound,human_busy_callback,neutral_unclear,True,True,none_stated,callback
BL-178,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-179,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-179,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-179,outbound,unknown,not_assessable,,,not_assessable,unclear
BL-180,outbound,automated_system,not_assessable,False,False,not_assessable,none_stated
BL-180,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-181,outbound,substantive_conversation,mixed,False,True,clinical_question,send_information
BL-181,outbound,no_answer,not_assessable,False,False,not_assessable,none_stated
BL-181,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-181,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-181,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-181,outbound,substantive_conversation,mixed,False,False,clinical_question,send_information
BL-181,inbound,no_answer,not_assessable,False,False,not_assessable,none_stated
BL-181,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-181,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-181,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-184,outbound,substantive_conversation,positive,False,True,other_stated,booked
BL-184,outbound,substantive_conversation,mixed,False,False,price,send_information
BL-184,inbound,no_answer,not_assessable,False,False,not_assessable,none_stated
BL-184,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-187,outbound,brief_human_other,neutral_unclear,False,False,none_stated,none_stated
BL-187,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-187,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-190,outbound,no_answer,not_assessable,False,False,not_assessable,none_stated
BL-190,outbound,no_answer,not_assessable,False,False,not_assessable,none_stated
BL-190,outbound,no_answer,not_assessable,False,False,not_assessable,none_stated
BL-190,outbound,no_answer,not_assessable,False,False,not_assessable,none_stated
BL-193,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-193,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-193,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-196,outbound,substantive_conversation,positive,False,False,none_stated,send_information
BL-196,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-199,outbound,no_answer,not_assessable,False,False,not_assessable,none_stated
BL-199,outbound,no_answer,not_assessable,False,False,not_assessable,none_stated
BL-207,outbound,substantive_conversation,positive,False,True,none_stated,send_information
BL-223,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
BL-226,outbound,voicemail,not_assessable,False,False,not_assessable,none_stated
